__table__,__schema__,version,id,email,password_hash,full_name,phone,is_active,is_admin,role,created_at,updated_at,last_login,inserted_at,name,hash,executed_at
schema_migrations,auth,20230818113222,,,,,,,,,,,,,,,
schema_migrations,auth,20230914180801,,,,,,,,,,,,,,,
schema_migrations,auth,20231027141322,,,,,,,,,,,,,,,
schema_migrations,auth,20231114161723,,,,,,,,,,,,,,,
schema_migrations,auth,20231117164230,,,,,,,,,,,,,,,
schema_migrations,auth,20240115144230,,,,,,,,,,,,,,,
schema_migrations,auth,20240214120130,,,,,,,,,,,,,,,
schema_migrations,auth,20240306115329,,,,,,,,,,,,,,,
schema_migrations,auth,20240314092811,,,,,,,,,,,,,,,
schema_migrations,auth,20240427152123,,,,,,,,,,,,,,,
schema_migrations,auth,20240612123726,,,,,,,,,,,,,,,
schema_migrations,auth,20240729123726,,,,,,,,,,,,,,,
schema_migrations,auth,20240802193726,,,,,,,,,,,,,,,
schema_migrations,auth,20240806073726,,,,,,,,,,,,,,,
schema_migrations,auth,20241009103726,,,,,,,,,,,,,,,
schema_migrations,auth,20250717082212,,,,,,,,,,,,,,,
schema_migrations,auth,20250731150234,,,,,,,,,,,,,,,
schema_migrations,auth,20250804100000,,,,,,,,,,,,,,,
schema_migrations,auth,20250901200500,,,,,,,,,,,,,,,
schema_migrations,auth,20250903112500,,,,,,,,,,,,,,,
schema_migrations,auth,20250904133000,,,,,,,,,,,,,,,
schema_migrations,auth,20250925093508,,,,,,,,,,,,,,,
schema_migrations,auth,20251007112900,,,,,,,,,,,,,,,
schema_migrations,auth,20251104100000,,,,,,,,,,,,,,,
schema_migrations,auth,20251111201300,,,,,,,,,,,,,,,
schema_migrations,auth,20251201000000,,,,,,,,,,,,,,,
schema_migrations,auth,20260115000000,,,,,,,,,,,,,,,
schema_migrations,auth,20260121000000,,,,,,,,,,,,,,,
schema_migrations,auth,20260219120000,,,,,,,,,,,,,,,
schema_migrations,auth,20260302000000,,,,,,,,,,,,,,,
users,public,,7a6e47d7-c745-4e50-8812-3e159cc9a81e,admin@example.com,$2b$12$examplehash,System Administrator,,True,True,admin,2026-05-20 10:41:28.137007,2026-05-20 10:41:28.137007,,,,,
schema_migrations,realtime,20211116024918,,,,,,,,,,,,2026-05-20 10:07:09,,,
schema_migrations,realtime,20211116045059,,,,,,,,,,,,2026-05-20 10:39:02,,,
schema_migrations,realtime,20211116050929,,,,,,,,,,,,2026-05-20 10:39:03,,,
schema_migrations,realtime,20211116051442,,,,,,,,,,,,2026-05-20 10:39:03,,,
schema_migrations,realtime,20211116212300,,,,,,,,,,,,2026-05-20 10:39:04,,,
schema_migrations,realtime,20211116213355,,,,,,,,,,,,2026-05-20 10:39:05,,,
schema_migrations,realtime,20211116213934,,,,,,,,,,,,2026-05-20 10:39:05,,,
schema_migrations,realtime,20211116214523,,,,,,,,,,,,2026-05-20 10:39:06,,,
schema_migrations,realtime,20211122062447,,,,,,,,,,,,2026-05-20 10:39:07,,,
schema_migrations,realtime,20211124070109,,,,,,,,,,,,2026-05-20 10:39:07,,,
schema_migrations,realtime,20211202204204,,,,,,,,,,,,2026-05-20 10:39:08,,,
schema_migrations,realtime,20211202204605,,,,,,,,,,,,2026-05-20 10:39:08,,,
schema_migrations,realtime,20211210212804,,,,,,,,,,,,2026-05-20 10:39:10,,,
schema_migrations,realtime,20211228014915,,,,,,,,,,,,2026-05-20 10:39:11,,,
schema_migrations,realtime,20220107221237,,,,,,,,,,,,2026-05-20 10:39:12,,,
schema_migrations,realtime,20220228202821,,,,,,,,,,,,2026-05-20 10:39:12,,,
schema_migrations,realtime,20220312004840,,,,,,,,,,,,2026-05-20 10:39:13,,,
schema_migrations,realtime,20220603231003,,,,,,,,,,,,2026-05-20 10:39:14,,,
schema_migrations,realtime,20220603232444,,,,,,,,,,,,2026-05-20 10:39:14,,,
schema_migrations,realtime,20220615214548,,,,,,,,,,,,2026-05-20 10:39:15,,,
schema_migrations,realtime,20220712093339,,,,,,,,,,,,2026-05-20 10:39:16,,,
schema_migrations,realtime,20220908172859,,,,,,,,,,,,2026-05-20 10:39:16,,,
schema_migrations,realtime,20220916233421,,,,,,,,,,,,2026-05-20 10:39:17,,,
schema_migrations,realtime,20230119133233,,,,,,,,,,,,2026-05-20 10:39:17,,,
schema_migrations,realtime,20230128025114,,,,,,,,,,,,2026-05-20 10:39:18,,,
schema_migrations,realtime,20230128025212,,,,,,,,,,,,2026-05-20 10:39:19,,,
schema_migrations,realtime,20230227211149,,,,,,,,,,,,2026-05-20 10:39:19,,,
schema_migrations,realtime,20230228184745,,,,,,,,,,,,2026-05-20 10:39:20,,,
schema_migrations,realtime,20230308225145,,,,,,,,,,,,2026-05-20 10:39:21,,,
schema_migrations,realtime,20230328144023,,,,,,,,,,,,2026-05-20 10:39:21,,,
schema_migrations,realtime,20231018144023,,,,,,,,,,,,2026-05-20 10:39:22,,,
schema_migrations,realtime,20231204144023,,,,,,,,,,,,2026-05-20 10:39:23,,,
schema_migrations,realtime,20231204144024,,,,,,,,,,,,2026-05-20 10:39:24,,,
schema_migrations,realtime,20231204144025,,,,,,,,,,,,2026-05-20 10:39:24,,,
schema_migrations,realtime,20240108234812,,,,,,,,,,,,2026-05-20 10:39:25,,,
schema_migrations,realtime,20240109165339,,,,,,,,,,,,2026-05-20 10:39:25,,,
schema_migrations,realtime,20240227174441,,,,,,,,,,,,2026-05-20 10:39:26,,,
schema_migrations,realtime,20240311171622,,,,,,,,,,,,2026-05-20 10:39:27,,,
schema_migrations,realtime,20240321100241,,,,,,,,,,,,2026-05-20 10:39:29,,,
schema_migrations,realtime,20240401105812,,,,,,,,,,,,2026-05-20 10:39:30,,,
schema_migrations,realtime,20240418121054,,,,,,,,,,,,2026-05-20 10:39:31,,,
schema_migrations,realtime,20240523004032,,,,,,,,,,,,2026-05-20 10:39:33,,,
schema_migrations,realtime,20240618124746,,,,,,,,,,,,2026-05-20 10:39:34,,,
schema_migrations,realtime,20240801235015,,,,,,,,,,,,2026-05-20 10:39:34,,,
schema_migrations,realtime,20240805133720,,,,,,,,,,,,2026-05-20 10:39:35,,,
schema_migrations,realtime,20240827160934,,,,,,,,,,,,2026-05-20 10:39:36,,,
schema_migrations,realtime,20240919163303,,,,,,,,,,,,2026-05-20 10:39:36,,,
schema_migrations,realtime,20240919163305,,,,,,,,,,,,2026-05-20 10:39:37,,,
schema_migrations,realtime,20241019105805,,,,,,,,,,,,2026-05-20 10:39:38,,,
schema_migrations,realtime,20241030150047,,,,,,,,,,,,2026-05-20 10:39:40,,,
schema_migrations,realtime,20241108114728,,,,,,,,,,,,2026-05-20 10:39:41,,,
schema_migrations,realtime,20241121104152,,,,,,,,,,,,2026-05-20 10:39:41,,,
schema_migrations,realtime,20241130184212,,,,,,,,,,,,2026-05-20 10:39:42,,,
schema_migrations,realtime,20241220035512,,,,,,,,,,,,2026-05-20 10:39:43,,,
schema_migrations,realtime,20241220123912,,,,,,,,,,,,2026-05-20 10:39:43,,,
schema_migrations,realtime,20241224161212,,,,,,,,,,,,2026-05-20 10:39:44,,,
schema_migrations,realtime,20250107150512,,,,,,,,,,,,2026-05-20 10:39:45,,,
schema_migrations,realtime,20250110162412,,,,,,,,,,,,2026-05-20 10:39:45,,,
schema_migrations,realtime,20250123174212,,,,,,,,,,,,2026-05-20 10:39:46,,,
schema_migrations,realtime,20250128220012,,,,,,,,,,,,2026-05-20 10:39:46,,,
schema_migrations,realtime,20250506224012,,,,,,,,,,,,2026-05-20 10:39:47,,,
schema_migrations,realtime,20250523164012,,,,,,,,,,,,2026-05-20 10:39:47,,,
schema_migrations,realtime,20250714121412,,,,,,,,,,,,2026-05-20 10:39:48,,,
schema_migrations,realtime,20250905041441,,,,,,,,,,,,2026-05-20 10:39:49,,,
schema_migrations,realtime,20251103001201,,,,,,,,,,,,2026-05-20 10:39:49,,,
schema_migrations,realtime,20251120212548,,,,,,,,,,,,2026-05-20 10:39:50,,,
schema_migrations,realtime,20251120215549,,,,,,,,,,,,2026-05-20 10:39:51,,,
schema_migrations,realtime,20260218120000,,,,,,,,,,,,2026-05-20 10:39:51,,,
schema_migrations,realtime,20260326120000,,,,,,,,,,,,2026-05-20 10:39:52,,,
migrations,storage,,0,,,,,,,,,,,,create-migrations-table,e18db593bcde2aca2a408c4d1100f6abba2195df,2026-05-20 10:07:09.122965
migrations,storage,,1,,,,,,,,,,,,initialmigration,6ab16121fbaa08bbd11b712d05f358f9b555d777,2026-05-20 10:07:09.151807
migrations,storage,,2,,,,,,,,,,,,storage-schema,f6a1fa2c93cbcd16d4e487b362e45fca157a8dbd,2026-05-20 10:07:09.177903
migrations,storage,,3,,,,,,,,,,,,pathtoken-column,2cb1b0004b817b29d5b0a971af16bafeede4b70d,2026-05-20 10:07:09.308749
migrations,storage,,4,,,,,,,,,,,,add-migrations-rls,427c5b63fe1c5937495d9c635c263ee7a5905058,2026-05-20 10:07:09.410889
migrations,storage,,5,,,,,,,,,,,,add-size-functions,79e081a1455b63666c1294a440f8ad4b1e6a7f84,2026-05-20 10:07:09.413200
migrations,storage,,6,,,,,,,,,,,,change-column-name-in-get-size,ded78e2f1b5d7e616117897e6443a925965b30d2,2026-05-20 10:07:09.441491
migrations,storage,,7,,,,,,,,,,,,add-rls-to-buckets,e7e7f86adbc51049f341dfe8d30256c1abca17aa,2026-05-20 10:07:09.453053
migrations,storage,,8,,,,,,,,,,,,add-public-to-buckets,fd670db39ed65f9d08b01db09d6202503ca2bab3,2026-05-20 10:07:09.455540
migrations,storage,,9,,,,,,,,,,,,fix-search-function,af597a1b590c70519b464a4ab3be54490712796b,2026-05-20 10:07:09.458051
migrations,storage,,10,,,,,,,,,,,,search-files-search-function,b595f05e92f7e91211af1bbfe9c6a13bb3391e16,2026-05-20 10:07:09.460607
migrations,storage,,11,,,,,,,,,,,,add-trigger-to-auto-update-updated_at-column,7425bdb14366d1739fa8a18c83100636d74dcaa2,2026-05-20 10:07:09.463395
migrations,storage,,12,,,,,,,,,,,,add-automatic-avif-detection-flag,8e92e1266eb29518b6a4c5313ab8f29dd0d08df9,2026-05-20 10:07:09.471033
migrations,storage,,13,,,,,,,,,,,,add-bucket-custom-limits,cce962054138135cd9a8c4bcd531598684b25e7d,2026-05-20 10:07:09.477576
migrations,storage,,14,,,,,,,,,,,,use-bytes-for-max-size,941c41b346f9802b411f06f30e972ad4744dad27,2026-05-20 10:07:09.480581
migrations,storage,,15,,,,,,,,,,,,add-can-insert-object-function,934146bc38ead475f4ef4b555c524ee5d66799e5,2026-05-20 10:07:09.598636
migrations,storage,,16,,,,,,,,,,,,add-version,76debf38d3fd07dcfc747ca49096457d95b1221b,2026-05-20 10:07:09.618177
migrations,storage,,17,,,,,,,,,,,,drop-owner-foreign-key,f1cbb288f1b7a4c1eb8c38504b80ae2a0153d101,2026-05-20 10:07:09.620760
migrations,storage,,18,,,,,,,,,,,,add_owner_id_column_deprecate_owner,e7a511b379110b08e2f214be852c35414749fe66,2026-05-20 10:07:09.626570
migrations,storage,,19,,,,,,,,,,,,alter-default-value-objects-id,02e5e22a78626187e00d173dc45f58fa66a4f043,2026-05-20 10:07:09.635323
migrations,storage,,20,,,,,,,,,,,,list-objects-with-delimiter,cd694ae708e51ba82bf012bba00caf4f3b6393b7,2026-05-20 10:07:09.639199
migrations,storage,,21,,,,,,,,,,,,s3-multipart-uploads,8c804d4a566c40cd1e4cc5b3725a664a9303657f,2026-05-20 10:07:09.649056
migrations,storage,,22,,,,,,,,,,,,s3-multipart-uploads-big-ints,9737dc258d2397953c9953d9b86920b8be0cdb73,2026-05-20 10:07:09.707539
migrations,storage,,23,,,,,,,,,,,,optimize-search-function,9d7e604cddc4b56a5422dc68c9313f4a1b6f132c,2026-05-20 10:07:09.744709
migrations,storage,,24,,,,,,,,,,,,operation-function,8312e37c2bf9e76bbe841aa5fda889206d2bf8aa,2026-05-20 10:07:09.747132
migrations,storage,,25,,,,,,,,,,,,custom-metadata,d974c6057c3db1c1f847afa0e291e6165693b990,2026-05-20 10:07:09.806852
migrations,storage,,26,,,,,,,,,,,,objects-prefixes,215cabcb7f78121892a5a2037a09fedf9a1ae322,2026-05-20 10:07:09.815962
migrations,storage,,27,,,,,,,,,,,,search-v2,859ba38092ac96eb3964d83bf53ccc0b141663a6,2026-05-20 10:07:09.818091
migrations,storage,,28,,,,,,,,,,,,object-bucket-name-sorting,c73a2b5b5d4041e39705814fd3a1b95502d38ce4,2026-05-20 10:07:09.821089
migrations,storage,,29,,,,,,,,,,,,create-prefixes,ad2c1207f76703d11a9f9007f821620017a66c21,2026-05-20 10:07:09.823202
migrations,storage,,30,,,,,,,,,,,,update-object-levels,2be814ff05c8252fdfdc7cfb4b7f5c7e17f0bed6,2026-05-20 10:07:09.825228
migrations,storage,,31,,,,,,,,,,,,objects-level-index,b40367c14c3440ec75f19bbce2d71e914ddd3da0,2026-05-20 10:07:09.827200
migrations,storage,,32,,,,,,,,,,,,backward-compatible-index-on-objects,e0c37182b0f7aee3efd823298fb3c76f1042c0f7,2026-05-20 10:07:09.829256
migrations,storage,,33,,,,,,,,,,,,backward-compatible-index-on-prefixes,b480e99ed951e0900f033ec4eb34b5bdcb4e3d49,2026-05-20 10:07:09.831174
migrations,storage,,34,,,,,,,,,,,,optimize-search-function-v1,ca80a3dc7bfef894df17108785ce29a7fc8ee456,2026-05-20 10:07:09.833220
migrations,storage,,35,,,,,,,,,,,,add-insert-trigger-prefixes,458fe0ffd07ec53f5e3ce9df51bfdf4861929ccc,2026-05-20 10:07:09.835247
migrations,storage,,36,,,,,,,,,,,,optimise-existing-functions,6ae5fca6af5c55abe95369cd4f93985d1814ca8f,2026-05-20 10:07:09.837340
migrations,storage,,37,,,,,,,,,,,,add-bucket-name-length-trigger,3944135b4e3e8b22d6d4cbb568fe3b0b51df15c1,2026-05-20 10:07:09.839319
migrations,storage,,38,,,,,,,,,,,,iceberg-catalog-flag-on-buckets,02716b81ceec9705aed84aa1501657095b32e5c5,2026-05-20 10:07:09.891619
migrations,storage,,39,,,,,,,,,,,,add-search-v2-sort-support,6706c5f2928846abee18461279799ad12b279b78,2026-05-20 10:07:10.005985
migrations,storage,,40,,,,,,,,,,,,fix-prefix-race-conditions-optimized,7ad69982ae2d372b21f48fc4829ae9752c518f6b,2026-05-20 10:07:10.009684
migrations,storage,,41,,,,,,,,,,,,add-object-level-update-trigger,07fcf1a22165849b7a029deed059ffcde08d1ae0,2026-05-20 10:07:10.011776
migrations,storage,,42,,,,,,,,,,,,rollback-prefix-triggers,771479077764adc09e2ea2043eb627503c034cd4,2026-05-20 10:07:10.014060
migrations,storage,,43,,,,,,,,,,,,fix-object-level,84b35d6caca9d937478ad8a797491f38b8c2979f,2026-05-20 10:07:10.016281
migrations,storage,,44,,,,,,,,,,,,vector-bucket-type,99c20c0ffd52bb1ff1f32fb992f3b351e3ef8fb3,2026-05-20 10:07:10.018442
migrations,storage,,45,,,,,,,,,,,,vector-buckets,049e27196d77a7cb76497a85afae669d8b230953,2026-05-20 10:07:10.021675
migrations,storage,,46,,,,,,,,,,,,buckets-objects-grants,fedeb96d60fefd8e02ab3ded9fbde05632f84aed,2026-05-20 10:07:10.046184
migrations,storage,,47,,,,,,,,,,,,iceberg-table-metadata,649df56855c24d8b36dd4cc1aeb8251aa9ad42c2,2026-05-20 10:07:10.056291
migrations,storage,,48,,,,,,,,,,,,iceberg-catalog-ids,e0e8b460c609b9999ccd0df9ad14294613eed939,2026-05-20 10:08:05.844150
migrations,storage,,49,,,,,,,,,,,,buckets-objects-grants-postgres,072b1195d0d5a2f888af6b2302a1938dd94b8b3d,2026-05-20 10:08:06.189145
migrations,storage,,50,,,,,,,,,,,,search-v2-optimised,6323ac4f850aa14e7387eb32102869578b5bd478,2026-05-20 10:08:06.195530
migrations,storage,,51,,,,,,,,,,,,index-backward-compatible-search,2ee395d433f76e38bcd3856debaf6e0e5b674011,2026-05-20 10:08:06.251448
migrations,storage,,52,,,,,,,,,,,,drop-not-used-indexes-and-functions,5cc44c8696749ac11dd0dc37f2a3802075f3a171,2026-05-20 10:08:06.252666
migrations,storage,,53,,,,,,,,,,,,drop-index-lower-name,d0cb18777d9e2a98ebe0bc5cc7a42e57ebe41854,2026-05-20 10:08:06.266131
migrations,storage,,54,,,,,,,,,,,,drop-index-object-level,6289e048b1472da17c31a7eba1ded625a6457e67,2026-05-20 10:08:06.268246
migrations,storage,,55,,,,,,,,,,,,prevent-direct-deletes,262a4798d5e0f2e7c8970232e03ce8be695d5819,2026-05-20 10:08:06.269280
migrations,storage,,56,,,,,,,,,,,,fix-optimized-search-function,b823ed1e418101032fa01374edc9a436e54e3ed4,2026-05-20 10:08:06.278671
migrations,storage,,57,,,,,,,,,,,,s3-multipart-uploads-metadata,f127886e00d1b374fadbc7c6b31e09336aad5287,2026-05-20 10:08:06.283597
migrations,storage,,58,,,,,,,,,,,,operation-ergonomics,00ca5d483b3fe0d522133d9002ccc5df98365120,2026-05-20 10:08:06.287685
migrations,storage,,59,,,,,,,,,,,,drop-unused-functions,38456f13e39691c2bbb4b5151d0d1cdbabd4a8c4,2026-05-20 10:08:06.293040
migrations,storage,,60,,,,,,,,,,,,optimize-existing-functions-again,db35e1c91a9201e59f4fef8d972c2f277d68b157,2026-05-20 10:08:06.296868
